TIME;CO2;PM2,5;PM10;TEMPERATURE;HUMIDITY;CO2 CATEGORY;PM2,5 CATEGORY;PM10 CATEGORY;Status
2023-01-17T23:49:22+00:00;536;15,5;18,6;17,4;62,89;GOOD;GOOD;GOOD;0
2023-01-17T23:50:25+00:00;535;16;16,5;17,4;62,9;GOOD;GOOD;GOOD;0
2023-01-17T23:51:28+00:00;535;17;17,6;17,3;62,91;GOOD;GOOD;GOOD;0
2023-01-17T23:52:31+00:00;535;22,5;13,7;17,4;62,92;GOOD;GOOD;GOOD;0
2023-01-17T23:53:33+00:00;535;22,5;16,7;17,3;62,93;GOOD;GOOD;GOOD;0
2023-01-17T23:54:36+00:00;534;30;12,5;17,4;62,94;GOOD;GOOD;GOOD;0
2023-01-17T23:55:39+00:00;534;33;14;17,3;62,95;GOOD;GOOD;GOOD;0
2023-01-17T23:56:41+00:00;534;32;14,1;17,2;62,96;GOOD;GOOD;GOOD;0
2023-01-17T23:57:44+00:00;532;31;12,1;17,2;62,97;GOOD;GOOD;GOOD;0
2023-01-17T23:58:47+00:00;532;36;16,2;17,2;62,98;GOOD;GOOD;GOOD;0
2023-01-17T23:59:50+00:00;531;35,9;14;17,2;62,99;GOOD;GOOD;GOOD;0
2023-01-18T00:00:52+00:00;531;41;14,8;17,1;62,1;GOOD;GOOD;GOOD;0
2023-01-18T00:01:55+00:00;531;70;17,8;17,1;62,101;GOOD;Moderate;GOOD;1
2023-01-18T00:02:58+00:00;531;70;14;17;62,102;GOOD;Moderate;GOOD;1
2023-01-18T00:04:01+00:00;530;70;14,4;17;62,103;GOOD;Moderate;GOOD;1
2023-01-18T00:05:04+00:00;530;70;13,4;17;62,104;GOOD;Moderate;GOOD;1
2023-01-18T00:06:06+00:00;530;70;12,2;17,1;62,105;GOOD;Moderate;GOOD;1
2023-01-18T00:07:09+00:00;535;70;12,1;17,1;62,106;GOOD;Moderate;GOOD;1
2023-01-18T00:08:12+00:00;529;70;12,6;17,1;62,107;GOOD;Moderate;GOOD;1
2023-01-18T00:09:15+00:00;534;616,8;961,9;17,2;62,108;GOOD;Very Unhealthy;Very Unhealthy;1
2023-01-18T00:10:17+00:00;529;690,1;834,9;17,3;62,109;GOOD;Very Unhealthy;Very Unhealthy;1
2023-01-18T00:11:20+00:00;534;283,4;352,2;17,3;62,11;GOOD;Very Unhealthy;Very Unhealthy;1
2023-01-18T00:12:23+00:00;528;228,3;279,8;17,4;62,111;GOOD;Very Unhealthy;Unhealthy;1
2023-01-18T00:13:25+00:00;528;181;235,4;17,3;62,112;GOOD;Very Unhealthy;Moderate;1
2023-01-18T00:14:28+00:00;528;123;171,4;17,3;62,113;GOOD;Unhealthy;Moderate;1
2023-01-18T00:15:31+00:00;526;117,5;154,5;17,3;62,114;GOOD;Unhealthy;Moderate;1
2023-01-18T00:16:34+00:00;526;90,8;126,7;17,2;62,115;GOOD;Moderate;GOOD;1
2023-01-18T00:17:36+00:00;526;77,8;107,5;17,2;62,116;GOOD;Moderate;GOOD;1
2023-01-18T00:18:39+00:00;525;60,5;83,9;17,1;62,117;GOOD;GOOD;GOOD;0
2023-01-18T00:19:42+00:00;525;54,1;78,6;17,1;62,118;GOOD;GOOD;GOOD;0
2023-01-18T00:20:45+00:00;524;47,9;68,5;17,1;62,119;GOOD;GOOD;GOOD;0
2023-01-18T00:21:47+00:00;524;51,4;79,4;17;62,12;GOOD;GOOD;GOOD;0
2023-01-18T00:22:50+00:00;524;48,6;71,5;17;62,121;GOOD;GOOD;GOOD;0
2023-01-18T00:23:53+00:00;524;45,2;66,1;17,1;62,122;GOOD;GOOD;GOOD;0
2023-01-18T00:24:55+00:00;523;34,7;52,9;17,1;62,123;GOOD;GOOD;GOOD;0
2023-01-18T00:25:58+00:00;523;32,7;48,7;17,1;62,124;GOOD;GOOD;GOOD;0
2023-01-18T00:27:01+00:00;523;25,8;48,2;17;62,125;GOOD;GOOD;GOOD;0
2023-01-18T00:28:04+00:00;523;25,6;41,6;17;62,126;GOOD;GOOD;GOOD;0
2023-01-18T00:29:07+00:00;522;22,5;37,1;17;62,127;GOOD;GOOD;GOOD;0
2023-01-18T00:30:10+00:00;521;19,6;32,7;17;62,128;GOOD;GOOD;GOOD;0
2023-01-18T00:31:12+00:00;521;16,1;29,1;17;62,129;GOOD;GOOD;GOOD;0
2023-01-18T00:32:15+00:00;521;17;30;16,9;62,13;GOOD;GOOD;GOOD;0
2023-01-18T00:33:18+00:00;521;14,4;27;17;62,131;GOOD;GOOD;GOOD;0
2023-01-18T00:34:20+00:00;521;14,3;27,5;17;62,132;GOOD;GOOD;GOOD;0
2023-01-18T00:35:24+00:00;521;13,3;24,9;16,9;62,133;GOOD;GOOD;GOOD;0
2023-01-18T00:36:26+00:00;520;10,4;19,9;17;62,134;GOOD;GOOD;GOOD;0
2023-01-18T00:37:29+00:00;520;9,2;19,2;17;62,135;GOOD;GOOD;GOOD;0
2023-01-18T00:38:32+00:00;519;9,7;23,2;17;62,136;GOOD;GOOD;GOOD;0
2023-01-18T00:39:34+00:00;518;7,8;18,3;17;62,137;GOOD;GOOD;GOOD;0
2023-01-18T00:40:37+00:00;518;6,9;21,6;16,9;62,138;GOOD;GOOD;GOOD;0
2023-01-18T00:41:40+00:00;518;6,8;19,4;16,9;62,139;GOOD;GOOD;GOOD;0
2023-01-18T00:42:43+00:00;517;7,4;18,3;16,9;62,14;GOOD;GOOD;GOOD;0
2023-01-18T00:43:45+00:00;518;5,9;14,9;16,9;62,141;GOOD;GOOD;GOOD;0
2023-01-18T00:44:48+00:00;518;5,3;16,4;16,9;62,142;GOOD;GOOD;GOOD;0
2023-01-18T00:45:51+00:00;517;5,5;16,4;16,9;62,143;GOOD;GOOD;GOOD;0
2023-01-18T00:46:54+00:00;517;5,7;17,5;16,8;62,144;GOOD;GOOD;GOOD;0
2023-01-18T00:47:59+00:00;517;5,1;16,4;16,9;62,145;GOOD;GOOD;GOOD;0
2023-01-18T00:48:59+00:00;517;4,3;14,8;16,9;62,146;GOOD;GOOD;GOOD;0
2023-01-18T00:50:02+00:00;516;4,5;17;16,8;62,147;GOOD;GOOD;GOOD;0
2023-01-18T00:51:04+00:00;514;4,7;15;16,9;62,148;GOOD;GOOD;GOOD;0
2023-01-18T00:52:07+00:00;516;3,9;16,4;16,9;62,149;GOOD;GOOD;GOOD;0
2023-01-18T00:53:10+00:00;514;3,4;14;16,9;62,15;GOOD;GOOD;GOOD;0
2023-01-18T00:54:13+00:00;514;3,1;12,4;16,9;62,151;GOOD;GOOD;GOOD;0
2023-01-18T00:55:15+00:00;513;3;12,9;17;62,152;GOOD;GOOD;GOOD;0
2023-01-18T00:56:21+00:00;513;3,2;12,4;17;62,153;GOOD;GOOD;GOOD;0
2023-01-18T00:57:21+00:00;513;85,5;140,7;17;62,154;GOOD;Moderate;GOOD;1
2023-01-18T00:58:23+00:00;512;135,1;175,3;17;62,155;GOOD;Unhealthy;Moderate;1
2023-01-18T00:59:26+00:00;512;136,6;220,2;17,1;62,156;GOOD;Unhealthy;Moderate;1
2023-01-18T01:00:29+00:00;512;110,6;146,2;17,2;62,157;GOOD;Unhealthy;GOOD;1
2023-01-18T01:01:32+00:00;512;152;204,6;17,3;62,158;GOOD;Very Unhealthy;Moderate;1
2023-01-18T01:02:34+00:00;512;406,5;490;17,2;62,159;GOOD;Very Unhealthy;Very Unhealthy;1
2023-01-18T01:03:37+00:00;511;324;367,8;17,2;62,16;GOOD;Very Unhealthy;Very Unhealthy;1
2023-01-18T01:04:40+00:00;511;237,7;284,9;17,2;62,161;GOOD;Very Unhealthy;Unhealthy;1
2023-01-18T01:05:45+00:00;511;202,1;240,8;17,2;62,162;GOOD;Very Unhealthy;Moderate;1
2023-01-18T01:06:45+00:00;511;153,2;190;17,2;62,163;GOOD;Very Unhealthy;Moderate;1
2023-01-18T01:07:48+00:00;511;136,5;175,4;17,2;62,164;GOOD;Unhealthy;Moderate;1
2023-01-18T01:08:51+00:00;510;137,1;170,6;17,1;62,165;GOOD;Unhealthy;Moderate;1
2023-01-18T01:09:53+00:00;510;134,5;175,6;17,1;62,166;GOOD;Unhealthy;Moderate;1
2023-01-18T01:10:56+00:00;510;124,3;156,1;17,1;62,167;GOOD;Unhealthy;Moderate;1
2023-01-18T01:11:59+00:00;509;119,3;154,2;17,1;62,168;GOOD;Unhealthy;Moderate;1
2023-01-18T01:13:01+00:00;509;108,2;141,1;17,1;62,169;GOOD;Unhealthy;GOOD;1
2023-01-18T01:14:04+00:00;509;97,3;123,1;17,1;62,17;GOOD;Moderate;GOOD;1
2023-01-18T01:15:07+00:00;509;92,3;118,9;17,1;62,171;GOOD;Moderate;GOOD;1
2023-01-18T01:16:10+00:00;508;86,8;107,6;17;62,172;GOOD;Moderate;GOOD;1
2023-01-18T01:17:12+00:00;508;80,9;101,3;17;62,173;GOOD;Moderate;GOOD;1
2023-01-18T01:18:15+00:00;508;70,8;94,4;17;62,174;GOOD;Moderate;GOOD;1
2023-01-18T01:19:18+00:00;507;62,5;80,6;17;62,175;GOOD;GOOD;GOOD;0
2023-01-18T01:20:21+00:00;512;58,6;77;16,9;62,176;GOOD;GOOD;GOOD;0
2023-01-18T01:21:23+00:00;507;8,5;15,1;16,9;62,177;GOOD;GOOD;GOOD;0
2023-01-18T01:22:26+00:00;506;8,4;20,4;16,9;62,178;GOOD;GOOD;GOOD;0
2023-01-18T01:23:29+00:00;461;7,7;16,8;16,9;62,179;GOOD;GOOD;GOOD;0
2023-01-18T01:24:31+00:00;486;7,3;15,7;16,9;62,18;GOOD;GOOD;GOOD;0
2023-01-18T01:25:34+00:00;486;9,6;16,7;16,9;62,181;GOOD;GOOD;GOOD;0
2023-01-18T01:26:37+00:00;486;10,6;19,7;16,9;62,182;GOOD;GOOD;GOOD;0
2023-01-18T01:27:40+00:00;487;10,3;16,8;16,9;62,183;GOOD;GOOD;GOOD;0
2023-01-18T01:28:42+00:00;487;11,3;18,6;16,9;62,184;GOOD;GOOD;GOOD;0
2023-01-18T01:29:45+00:00;488;9,5;15;16,9;62,185;GOOD;GOOD;GOOD;0
2023-01-18T01:30:48+00:00;485;11,2;17,7;16,9;62,186;GOOD;GOOD;GOOD;0
2023-01-18T01:31:50+00:00;490;10;20,7;16,9;62,187;GOOD;GOOD;GOOD;0
2023-01-18T01:32:53+00:00;493;9,4;16,6;16,9;62,188;GOOD;GOOD;GOOD;0
2023-01-18T01:33:56+00:00;494;9,2;19,2;16,9;62,189;GOOD;GOOD;GOOD;0
2023-01-18T01:34:59+00:00;495;8,7;14,2;16,9;62,19;GOOD;GOOD;GOOD;0
2023-01-18T01:36:01+00:00;497;9;16,4;16,9;62,191;GOOD;GOOD;GOOD;0
2023-01-18T01:37:04+00:00;496;8,3;16,7;16,9;62,192;GOOD;GOOD;GOOD;0
2023-01-18T01:38:07+00:00;495;8,1;15;16,8;62,193;GOOD;GOOD;GOOD;0
2023-01-18T01:39:09+00:00;494;6,4;14,5;16,8;62,194;GOOD;GOOD;GOOD;0
2023-01-18T01:40:12+00:00;495;7,6;14,7;16,8;62,195;GOOD;GOOD;GOOD;0
2023-01-18T01:41:15+00:00;495;7,5;17,6;16,8;62,196;GOOD;GOOD;GOOD;0
2023-01-18T01:42:18+00:00;494;7,2;16,5;16,8;62,197;GOOD;GOOD;GOOD;0
2023-01-18T01:43:20+00:00;494;6,4;11,6;16,8;62,198;GOOD;GOOD;GOOD;0
2023-01-18T01:44:23+00:00;493;20;15,1;16,8;62,199;GOOD;GOOD;GOOD;0
2023-01-18T01:45:26+00:00;499;33;12,8;16,8;62,2;GOOD;GOOD;GOOD;0
2023-01-18T01:47:00+00:00;494;60;14,6;16,8;62,201;GOOD;GOOD;GOOD;0
2023-01-18T01:48:03+00:00;493;77;220;16,8;62,202;GOOD;Moderate;Moderate;1
2023-01-18T01:49:05+00:00;492;78;12,1;16,7;62,203;GOOD;Moderate;GOOD;1
2023-01-18T01:50:08+00:00;490;90;11,7;16,7;62,204;GOOD;Moderate;GOOD;1
2023-01-18T01:51:11+00:00;490;110;9,9;16,7;62,205;GOOD;Unhealthy;GOOD;1
2023-01-18T01:52:14+00:00;489;80;13;16,7;62,206;GOOD;Moderate;GOOD;1
2023-01-18T01:53:16+00:00;488;80;12,6;16,7;62,207;GOOD;Moderate;GOOD;1
2023-01-18T01:54:19+00:00;487;80;13,9;16,7;62,208;GOOD;Moderate;GOOD;1
2023-01-18T01:55:22+00:00;488;80;11,3;16,7;62,209;GOOD;Moderate;GOOD;1
2023-01-18T01:56:25+00:00;486;80;13,2;16,7;62,21;GOOD;Moderate;GOOD;1
2023-01-18T01:57:27+00:00;485;80;11,1;16,7;62,211;GOOD;Moderate;GOOD;1
2023-01-18T01:58:30+00:00;484;80;13,7;16,7;62,212;GOOD;Moderate;GOOD;1
2023-01-18T01:59:33+00:00;483;80;8,4;16,7;62,213;GOOD;Moderate;GOOD;1
2023-01-18T02:00:36+00:00;465;80;13;16,6;62,214;GOOD;Moderate;GOOD;1
2023-01-18T02:01:39+00:00;474;80;10,3;16,6;62,215;GOOD;Moderate;GOOD;1
2023-01-18T02:02:41+00:00;473;80;9,5;16,6;62,216;GOOD;Moderate;GOOD;1
2023-01-18T02:03:44+00:00;483;80;13,1;16,5;62,217;GOOD;Moderate;GOOD;1
2023-01-18T02:04:47+00:00;463;80;8,3;16,5;62,218;GOOD;Moderate;GOOD;1
2023-01-18T02:05:49+00:00;480;80;10,9;16,5;62,219;GOOD;Moderate;GOOD;1
2023-01-18T02:06:52+00:00;456;80,6;8,5;16,5;62,22;GOOD;Moderate;GOOD;1
2023-01-18T02:07:55+00:00;453;80;10,7;16,5;62,221;GOOD;Moderate;GOOD;1
2023-01-18T02:08:58+00:00;484;80;10,3;16,5;62,222;GOOD;Moderate;GOOD;1
2023-01-18T02:10:00+00:00;483;80;9,8;16,5;62,223;GOOD;Moderate;GOOD;1
2023-01-18T02:11:03+00:00;483;80;8,6;16,5;62,224;GOOD;Moderate;GOOD;1
2023-01-18T02:12:06+00:00;483;80;11,4;16,5;62,225;GOOD;Moderate;GOOD;1
2023-01-18T02:13:09+00:00;482;83;9,6;16,5;62,226;GOOD;Moderate;GOOD;1
2023-01-18T02:14:12+00:00;481;83;8,5;16,6;62,227;GOOD;Moderate;GOOD;1
2023-01-18T02:15:15+00:00;477;83;11;16,5;62,228;GOOD;Moderate;GOOD;1
2023-01-18T02:16:17+00:00;483;83;11;16,5;62,229;GOOD;Moderate;GOOD;1
2023-01-18T02:17:20+00:00;450;80;9,1;16,5;62,23;GOOD;Moderate;GOOD;1
2023-01-18T02:18:23+00:00;476;80;7,6;16,5;62,231;GOOD;Moderate;GOOD;1
2023-01-18T02:19:25+00:00;477;80;8,6;16,5;62,232;GOOD;Moderate;GOOD;1
2023-01-18T02:20:28+00:00;459;80;9,4;16,5;62,233;GOOD;Moderate;GOOD;1
2023-01-18T02:21:31+00:00;474;80;9,3;16,5;62,234;GOOD;Moderate;GOOD;1
2023-01-18T02:22:34+00:00;470;80;7,8;16,5;62,235;GOOD;Moderate;GOOD;1
2023-01-18T02:23:36+00:00;459;80;9,1;16,5;62,236;GOOD;Moderate;GOOD;1
2023-01-18T02:24:39+00:00;483;80;8,1;16,5;62,237;GOOD;Moderate;GOOD;1
2023-01-18T02:25:42+00:00;484;80;7;16,5;62,238;GOOD;Moderate;GOOD;1
2023-01-18T02:26:45+00:00;484;80;7;16,4;62,239;GOOD;Moderate;GOOD;1
2023-01-18T02:27:47+00:00;484;80;9,8;16,4;62,24;GOOD;Moderate;GOOD;1
2023-01-18T02:28:50+00:00;484;80;7,1;16,5;62,241;GOOD;Moderate;GOOD;1
2023-01-18T02:29:53+00:00;489;80;6,3;16,5;62,242;GOOD;Moderate;GOOD;1
2023-01-18T02:30:56+00:00;483;80;7,4;16,4;62,243;GOOD;Moderate;GOOD;1
2023-01-18T02:31:59+00:00;483;82;6,7;16,5;62,244;GOOD;Moderate;GOOD;1
2023-01-18T02:33:01+00:00;490;82;8,6;16,5;62,245;GOOD;Moderate;GOOD;1
2023-01-18T02:34:04+00:00;484;82;7,1;16,5;62,246;GOOD;Moderate;GOOD;1
2023-01-18T02:35:07+00:00;489;82;6,1;16,5;62,247;GOOD;Moderate;GOOD;1
2023-01-18T02:36:10+00:00;483;82;4,3;16,5;62,248;GOOD;Moderate;GOOD;1
2023-01-18T02:37:13+00:00;483;80;7,3;16,5;62,249;GOOD;Moderate;GOOD;1
2023-01-18T02:38:15+00:00;488;80;6,6;16,5;62,25;GOOD;Moderate;GOOD;1
2023-01-18T02:39:18+00:00;483;80;6;16,5;62,251;GOOD;Moderate;GOOD;1
2023-01-18T02:40:21+00:00;482;80;5,5;16,5;62,252;GOOD;Moderate;GOOD;1
2023-01-18T02:41:23+00:00;482;80;7,1;16,6;62,253;GOOD;Moderate;GOOD;1
2023-01-18T02:42:26+00:00;482;80;6,3;16,5;62,254;GOOD;Moderate;GOOD;1
2023-01-18T02:43:29+00:00;482;80;5,8;16,6;62,255;GOOD;Moderate;GOOD;1
2023-01-18T02:44:32+00:00;483;80;7,3;16,6;62,256;GOOD;Moderate;GOOD;1
2023-01-18T02:45:35+00:00;482;80;5,2;16,6;62,257;GOOD;Moderate;GOOD;1
2023-01-18T02:46:38+00:00;483;80;7,6;16,5;62,258;GOOD;Moderate;GOOD;1
2023-01-18T02:47:41+00:00;482;80;7,1;16,5;62,259;GOOD;Moderate;GOOD;1
2023-01-18T02:48:43+00:00;482;80;6,3;16,5;62,26;GOOD;Moderate;GOOD;1
2023-01-18T02:49:46+00:00;481;88,7;7,1;16,5;62,261;GOOD;Moderate;GOOD;1
2023-01-18T02:50:49+00:00;481;88,7;7,1;16,5;62,262;GOOD;Moderate;GOOD;1
2023-01-18T02:51:52+00:00;480;88,7;7,1;16,5;62,263;GOOD;Moderate;GOOD;1
2023-01-18T02:52:54+00:00;486;88,7;6,2;16,5;62,264;GOOD;Moderate;GOOD;1
2023-01-18T02:53:57+00:00;481;88,7;5,8;16,5;62,265;GOOD;Moderate;GOOD;1
2023-01-18T02:55:00+00:00;481;80;4,2;16,4;62,266;GOOD;Moderate;GOOD;1
2023-01-18T02:56:03+00:00;486;80;6,4;16,4;62,267;GOOD;Moderate;GOOD;1
2023-01-18T02:57:06+00:00;480;80;4,8;16,4;62,268;GOOD;Moderate;GOOD;1
2023-01-18T02:58:09+00:00;481;80;5,6;16,4;62,269;GOOD;Moderate;GOOD;1
2023-01-18T02:59:12+00:00;481;80;5,3;16,4;62,27;GOOD;Moderate;GOOD;1
2023-01-18T03:00:15+00:00;487;80;8,5;16,4;62,271;GOOD;Moderate;GOOD;1
2023-01-18T03:01:17+00:00;481;80;4,5;16,5;62,272;GOOD;Moderate;GOOD;1
2023-01-18T03:02:20+00:00;487;80;4,2;16,5;62,273;GOOD;Moderate;GOOD;1
2023-01-18T03:03:23+00:00;481;80;3,8;16,5;62,274;GOOD;Moderate;GOOD;1
2023-01-18T03:04:26+00:00;486;80;6,1;16,5;62,275;GOOD;Moderate;GOOD;1
2023-01-18T03:05:29+00:00;487;80;5,7;16,5;62,276;GOOD;Moderate;GOOD;1
2023-01-18T03:06:32+00:00;480;50;3,5;16,6;62,277;GOOD;GOOD;GOOD;0
2023-01-18T03:07:34+00:00;481;40;4;16,6;62,278;GOOD;GOOD;GOOD;0
2023-01-18T03:08:37+00:00;481;11,3;7,4;16,5;62,279;GOOD;GOOD;GOOD;0
2023-01-18T03:09:40+00:00;481;5;5,6;16,5;62,28;GOOD;GOOD;GOOD;0
2023-01-18T03:10:43+00:00;480;1,1;4,9;16,5;62,281;GOOD;GOOD;GOOD;0
2023-01-18T03:11:46+00:00;481;1,5;4,8;16,5;62,282;GOOD;GOOD;GOOD;0
2023-01-18T03:12:49+00:00;480;1,4;5,4;16,5;62,283;GOOD;GOOD;GOOD;0
2023-01-18T03:13:51+00:00;480;1,5;4,9;16,5;62,284;GOOD;GOOD;GOOD;0
2023-01-18T03:14:54+00:00;486;1,1;5,3;16,5;62,285;GOOD;GOOD;GOOD;0
2023-01-18T03:15:57+00:00;480;1,2;5,9;16,5;62,286;GOOD;GOOD;GOOD;0
2023-01-18T03:17:00+00:00;480;1,1;4,7;16,5;62,287;GOOD;GOOD;GOOD;0
2023-01-18T03:18:03+00:00;480;1,1;5,7;16,4;62,288;GOOD;GOOD;GOOD;0
2023-01-18T03:19:06+00:00;480;0,9;3,3;16,4;62,289;GOOD;GOOD;GOOD;0
2023-01-18T03:20:09+00:00;480;1,4;7,2;16,4;62,29;GOOD;GOOD;GOOD;0
2023-01-18T03:21:12+00:00;478;1;2,8;16,4;62,291;GOOD;GOOD;GOOD;0
2023-01-18T03:22:15+00:00;478;1;4,3;16,4;62,292;GOOD;GOOD;GOOD;0
2023-01-18T03:23:17+00:00;478;1;5,3;16,4;62,293;GOOD;GOOD;GOOD;0
2023-01-18T03:24:20+00:00;478;1,2;7,4;16,4;62,294;GOOD;GOOD;GOOD;0
2023-01-18T03:25:23+00:00;480;1,1;3,6;16,4;62,295;GOOD;GOOD;GOOD;0
2023-01-18T03:26:26+00:00;484;1,1;7,2;16,4;62,296;GOOD;GOOD;GOOD;0
2023-01-18T03:27:29+00:00;478;1,1;4;16,4;62,297;GOOD;GOOD;GOOD;0
2023-01-18T03:28:31+00:00;477;1,2;5,6;16,4;62,298;GOOD;GOOD;GOOD;0
2023-01-18T03:29:34+00:00;485;1,1;4,7;16,4;62,299;GOOD;GOOD;GOOD;0
2023-01-18T03:30:38+00:00;478;0,8;4,2;16,4;62,3;GOOD;GOOD;GOOD;0
